districtid,monthid,dose1,dose2
AP_Anantapur,1,0,0
AP_Anantapur,2,0,0
AP_Anantapur,3,0,0
AP_Anantapur,4,0,0
AP_Anantapur,5,0,0
AP_Anantapur,6,0,0
AP_Anantapur,7,0,0
AP_Anantapur,8,0,0
AP_Anantapur,9,0,0
AP_Anantapur,10,0,0
AP_Anantapur,11,0,0
AP_Anantapur,12,37664,12739
AP_Anantapur,13,247138,19856
AP_Anantapur,14,145179,138488
AP_Anantapur,15,255680,31260
AP_Anantapur,16,331417,101799
AP_Anantapur,17,331973,292474
AP_Chittoor,1,0,0
AP_Chittoor,2,0,0
AP_Chittoor,3,0,0
AP_Chittoor,4,0,0
AP_Chittoor,5,0,0
AP_Chittoor,6,0,0
AP_Chittoor,7,0,0
AP_Chittoor,8,0,0
AP_Chittoor,9,0,0
AP_Chittoor,10,0,0
AP_Chittoor,11,0,0
AP_Chittoor,12,51481,21464
AP_Chittoor,13,301198,29836
AP_Chittoor,14,142743,138756
AP_Chittoor,15,290964,46657
AP_Chittoor,16,344063,84497
AP_Chittoor,17,405138,319314
AP_East Godavari,1,0,0
AP_East Godavari,2,0,0
AP_East Godavari,3,0,0
AP_East Godavari,4,0,0
AP_East Godavari,5,0,0
AP_East Godavari,6,0,0
AP_East Godavari,7,0,0
AP_East Godavari,8,0,0
AP_East Godavari,9,0,0
AP_East Godavari,10,0,0
AP_East Godavari,11,0,0
AP_East Godavari,12,57430,25601
AP_East Godavari,13,284349,39754
AP_East Godavari,14,117259,139769
AP_East Godavari,15,449305,49546
AP_East Godavari,16,459931,110817
AP_East Godavari,17,518850,186685
AP_Guntur,1,0,0
AP_Guntur,2,0,0
AP_Guntur,3,0,0
AP_Guntur,4,0,0
AP_Guntur,5,0,0
AP_Guntur,6,0,0
AP_Guntur,7,0,0
AP_Guntur,8,0,0
AP_Guntur,9,0,0
AP_Guntur,10,0,0
AP_Guntur,11,0,0
AP_Guntur,12,53718,17868
AP_Guntur,13,259840,33024
AP_Guntur,14,161797,112864
AP_Guntur,15,368959,65573
AP_Guntur,16,464820,115211
AP_Guntur,17,427122,246815
AP_Krishna,1,0,0
AP_Krishna,2,0,0
AP_Krishna,3,0,0
AP_Krishna,4,0,0
AP_Krishna,5,0,0
AP_Krishna,6,0,0
AP_Krishna,7,0,0
AP_Krishna,8,0,0
AP_Krishna,9,0,0
AP_Krishna,10,0,0
AP_Krishna,11,0,0
AP_Krishna,12,47857,20469
AP_Krishna,13,289038,25617
AP_Krishna,14,133678,142162
AP_Krishna,15,440711,68656
AP_Krishna,16,375048,131110
AP_Krishna,17,445270,169050
AP_Kurnool,1,0,0
AP_Kurnool,2,0,0
AP_Kurnool,3,0,0
AP_Kurnool,4,0,0
AP_Kurnool,5,0,0
AP_Kurnool,6,0,0
AP_Kurnool,7,0,0
AP_Kurnool,8,0,0
AP_Kurnool,9,0,0
AP_Kurnool,10,0,0
AP_Kurnool,11,0,0
AP_Kurnool,12,30493,15074
AP_Kurnool,13,238431,20149
AP_Kurnool,14,99301,117334
AP_Kurnool,15,261391,26473
AP_Kurnool,16,284107,73875
AP_Kurnool,17,307565,239216
AP_Prakasam,1,0,0
AP_Prakasam,2,0,0
AP_Prakasam,3,0,0
AP_Prakasam,4,0,0
AP_Prakasam,5,0,0
AP_Prakasam,6,0,0
AP_Prakasam,7,0,0
AP_Prakasam,8,0,0
AP_Prakasam,9,0,0
AP_Prakasam,10,0,0
AP_Prakasam,11,0,0
AP_Prakasam,12,26572,10598
AP_Prakasam,13,220967,23417
AP_Prakasam,14,106198,107527
AP_Prakasam,15,290723,53990
AP_Prakasam,16,321230,62132
AP_Prakasam,17,244329,257990
AP_S.P.S. Nellore,1,0,0
AP_S.P.S. Nellore,2,0,0
AP_S.P.S. Nellore,3,0,0
AP_S.P.S. Nellore,4,0,0
AP_S.P.S. Nellore,5,0,0
AP_S.P.S. Nellore,6,0,0
AP_S.P.S. Nellore,7,0,0
AP_S.P.S. Nellore,8,0,0
AP_S.P.S. Nellore,9,0,0
AP_S.P.S. Nellore,10,0,0
AP_S.P.S. Nellore,11,0,0
AP_S.P.S. Nellore,12,41369,23078
AP_S.P.S. Nellore,13,208389,34130
AP_S.P.S. Nellore,14,109506,117798
AP_S.P.S. Nellore,15,260743,25673
AP_S.P.S. Nellore,16,260949,148451
AP_S.P.S. Nellore,17,244915,178903
AP_Srikakulam,1,0,0
AP_Srikakulam,2,0,0
AP_Srikakulam,3,0,0
AP_Srikakulam,4,0,0
AP_Srikakulam,5,0,0
AP_Srikakulam,6,0,0
AP_Srikakulam,7,0,0
AP_Srikakulam,8,0,0
AP_Srikakulam,9,0,0
AP_Srikakulam,10,0,0
AP_Srikakulam,11,0,0
AP_Srikakulam,12,31735,19604
AP_Srikakulam,13,180152,18037
AP_Srikakulam,14,79216,73897
AP_Srikakulam,15,273609,19623
AP_Srikakulam,16,263582,87996
AP_Srikakulam,17,174293,117102
AP_Visakhapatnam,1,0,0
AP_Visakhapatnam,2,0,0
AP_Visakhapatnam,3,0,0
AP_Visakhapatnam,4,0,0
AP_Visakhapatnam,5,0,0
AP_Visakhapatnam,6,0,0
AP_Visakhapatnam,7,0,0
AP_Visakhapatnam,8,0,0
AP_Visakhapatnam,9,0,0
AP_Visakhapatnam,10,0,0
AP_Visakhapatnam,11,0,0
AP_Visakhapatnam,12,53082,23442
AP_Visakhapatnam,13,283951,31362
AP_Visakhapatnam,14,144540,127856
AP_Visakhapatnam,15,452250,49829
AP_Visakhapatnam,16,453246,109245
AP_Visakhapatnam,17,459875,281184
AP_Vizianagaram,1,0,0
AP_Vizianagaram,2,0,0
AP_Vizianagaram,3,0,0
AP_Vizianagaram,4,0,0
AP_Vizianagaram,5,0,0
AP_Vizianagaram,6,0,0
AP_Vizianagaram,7,0,0
AP_Vizianagaram,8,0,0
AP_Vizianagaram,9,0,0
AP_Vizianagaram,10,0,0
AP_Vizianagaram,11,0,0
AP_Vizianagaram,12,22691,12208
AP_Vizianagaram,13,163208,14968
AP_Vizianagaram,14,64345,69226
AP_Vizianagaram,15,215990,14838
AP_Vizianagaram,16,223189,47235
AP_Vizianagaram,17,216806,61200
AP_West Godavari,1,0,0
AP_West Godavari,2,0,0
AP_West Godavari,3,0,0
AP_West Godavari,4,0,0
AP_West Godavari,5,0,0
AP_West Godavari,6,0,0
AP_West Godavari,7,0,0
AP_West Godavari,8,0,0
AP_West Godavari,9,0,0
AP_West Godavari,10,0,0
AP_West Godavari,11,0,0
AP_West Godavari,12,47196,17098
AP_West Godavari,13,219748,34808
AP_West Godavari,14,104313,109868
AP_West Godavari,15,399994,55813
AP_West Godavari,16,451595,55349
AP_West Godavari,17,399541,158923
AP_Y.S.R. Kadapa,1,0,0
AP_Y.S.R. Kadapa,2,0,0
AP_Y.S.R. Kadapa,3,0,0
AP_Y.S.R. Kadapa,4,0,0
AP_Y.S.R. Kadapa,5,0,0
AP_Y.S.R. Kadapa,6,0,0
AP_Y.S.R. Kadapa,7,0,0
AP_Y.S.R. Kadapa,8,0,0
AP_Y.S.R. Kadapa,9,0,0
AP_Y.S.R. Kadapa,10,0,0
AP_Y.S.R. Kadapa,11,0,0
AP_Y.S.R. Kadapa,12,34619,11892
AP_Y.S.R. Kadapa,13,227708,22896
AP_Y.S.R. Kadapa,14,93036,115574
AP_Y.S.R. Kadapa,15,248488,31663
AP_Y.S.R. Kadapa,16,274484,85325
AP_Y.S.R. Kadapa,17,149352,127378
AR_Anjaw,1,0,0
AR_Anjaw,2,0,0
AR_Anjaw,3,0,0
AR_Anjaw,4,0,0
AR_Anjaw,5,0,0
AR_Anjaw,6,0,0
AR_Anjaw,7,0,0
AR_Anjaw,8,0,0
AR_Anjaw,9,0,0
AR_Anjaw,10,0,0
AR_Anjaw,11,0,0
AR_Anjaw,12,391,288
AR_Anjaw,13,971,325
AR_Anjaw,14,1253,625
AR_Anjaw,15,2368,21
AR_Anjaw,16,4370,334
AR_Anjaw,17,1182,956
AR_Changlang,1,0,0
AR_Changlang,2,0,0
AR_Changlang,3,0,0
AR_Changlang,4,0,0
AR_Changlang,5,0,0
AR_Changlang,6,0,0
AR_Changlang,7,0,0
AR_Changlang,8,0,0
AR_Changlang,9,0,0
AR_Changlang,10,0,0
AR_Changlang,11,0,0
AR_Changlang,12,2114,813
AR_Changlang,13,7617,1387
AR_Changlang,14,8032,2038
AR_Changlang,15,11005,396
AR_Changlang,16,35250,4923
AR_Changlang,17,10604,7349
AR_East Kameng,1,0,0
AR_East Kameng,2,0,0
AR_East Kameng,3,0,0
AR_East Kameng,4,0,0
AR_East Kameng,5,0,0
AR_East Kameng,6,0,0
AR_East Kameng,7,0,0
AR_East Kameng,8,0,0
AR_East Kameng,9,0,0
AR_East Kameng,10,0,0
AR_East Kameng,11,0,0
AR_East Kameng,12,676,256
AR_East Kameng,13,2351,516
AR_East Kameng,14,3264,1049
AR_East Kameng,15,5195,38
AR_East Kameng,16,5214,1392
AR_East Kameng,17,3461,2932
AR_East Siang,1,0,0
AR_East Siang,2,0,0
AR_East Siang,3,0,0
AR_East Siang,4,0,0
AR_East Siang,5,0,0
AR_East Siang,6,0,0
AR_East Siang,7,0,0
AR_East Siang,8,0,0
AR_East Siang,9,0,0
AR_East Siang,10,0,0
AR_East Siang,11,0,0
AR_East Siang,12,1647,891
AR_East Siang,13,8343,1464
AR_East Siang,14,6560,6033
AR_East Siang,15,5425,35
AR_East Siang,16,25956,3016
AR_East Siang,17,2471,4565
AR_Kamle,1,0,0
AR_Kamle,2,0,0
AR_Kamle,3,0,0
AR_Kamle,4,0,0
AR_Kamle,5,0,0
AR_Kamle,6,0,0
AR_Kamle,7,0,0
AR_Kamle,8,0,0
AR_Kamle,9,0,0
AR_Kamle,10,0,0
AR_Kamle,11,0,0
AR_Kamle,12,91,142
AR_Kamle,13,485,107
AR_Kamle,14,969,286
AR_Kamle,15,888,2
AR_Kamle,16,2143,269
AR_Kamle,17,1455,731
AR_Kra Daadi,1,0,0
AR_Kra Daadi,2,0,0
AR_Kra Daadi,3,0,0
AR_Kra Daadi,4,0,0
AR_Kra Daadi,5,0,0
AR_Kra Daadi,6,0,0
AR_Kra Daadi,7,0,0
AR_Kra Daadi,8,0,0
AR_Kra Daadi,9,0,0
AR_Kra Daadi,10,0,0
AR_Kra Daadi,11,0,0
AR_Kra Daadi,12,177,218
AR_Kra Daadi,13,764,83
AR_Kra Daadi,14,664,416
AR_Kra Daadi,15,1527,12
AR_Kra Daadi,16,1749,182
AR_Kra Daadi,17,751,830
AR_Kurung Kumey,1,0,0
AR_Kurung Kumey,2,0,0
AR_Kurung Kumey,3,0,0
AR_Kurung Kumey,4,0,0
AR_Kurung Kumey,5,0,0
AR_Kurung Kumey,6,0,0
AR_Kurung Kumey,7,0,0
AR_Kurung Kumey,8,0,0
AR_Kurung Kumey,9,0,0
AR_Kurung Kumey,10,0,0
AR_Kurung Kumey,11,0,0
AR_Kurung Kumey,12,310,276
AR_Kurung Kumey,13,2004,231
AR_Kurung Kumey,14,914,1415
AR_Kurung Kumey,15,1069,27
AR_Kurung Kumey,16,2270,350
AR_Kurung Kumey,17,1540,548
AR_Lepa Rada,1,0,0
AR_Lepa Rada,2,0,0
AR_Lepa Rada,3,0,0
AR_Lepa Rada,4,0,0
AR_Lepa Rada,5,0,0
AR_Lepa Rada,6,0,0
AR_Lepa Rada,7,0,0
AR_Lepa Rada,8,0,0
AR_Lepa Rada,9,0,0
AR_Lepa Rada,10,0,0
AR_Lepa Rada,11,0,0
AR_Lepa Rada,12,1070,550
AR_Lepa Rada,13,1875,638
AR_Lepa Rada,14,1326,1325
AR_Lepa Rada,15,1613,8
AR_Lepa Rada,16,5398,1183
AR_Lepa Rada,17,1072,1255
AR_Lohit,1,0,0
AR_Lohit,2,0,0
AR_Lohit,3,0,0
AR_Lohit,4,0,0
AR_Lohit,5,0,0
AR_Lohit,6,0,0
AR_Lohit,7,0,0
AR_Lohit,8,0,0
AR_Lohit,9,0,0
AR_Lohit,10,0,0
AR_Lohit,11,0,0
AR_Lohit,12,1354,381
AR_Lohit,13,2120,634
AR_Lohit,14,3111,968
AR_Lohit,15,3895,55
AR_Lohit,16,12351,1767
AR_Lohit,17,4521,2905
AR_Longding,1,0,0
AR_Longding,2,0,0
AR_Longding,3,0,0
AR_Longding,4,0,0
AR_Longding,5,0,0
AR_Longding,6,0,0
AR_Longding,7,0,0
AR_Longding,8,0,0
AR_Longding,9,0,0
AR_Longding,10,0,0
AR_Longding,11,0,0
AR_Longding,12,1161,187
AR_Longding,13,849,686
AR_Longding,14,1758,614
AR_Longding,15,3758,140
AR_Longding,16,7626,370
AR_Longding,17,2421,1207
AR_Lower Dibang Valley,1,0,0
AR_Lower Dibang Valley,2,0,0
AR_Lower Dibang Valley,3,0,0
AR_Lower Dibang Valley,4,0,0
AR_Lower Dibang Valley,5,0,0
AR_Lower Dibang Valley,6,0,0
AR_Lower Dibang Valley,7,0,0
AR_Lower Dibang Valley,8,0,0
AR_Lower Dibang Valley,9,0,0
AR_Lower Dibang Valley,10,0,0
AR_Lower Dibang Valley,11,0,0
AR_Lower Dibang Valley,12,1252,278
AR_Lower Dibang Valley,13,3590,992
AR_Lower Dibang Valley,14,3807,1267
AR_Lower Dibang Valley,15,3541,45
AR_Lower Dibang Valley,16,13632,2974
AR_Lower Dibang Valley,17,3679,2546
AR_Lower Siang,1,0,0
AR_Lower Siang,2,0,0
AR_Lower Siang,3,0,0
AR_Lower Siang,4,0,0
AR_Lower Siang,5,0,0
AR_Lower Siang,6,0,0
AR_Lower Siang,7,0,0
AR_Lower Siang,8,0,0
AR_Lower Siang,9,0,0
AR_Lower Siang,10,0,0
AR_Lower Siang,11,0,0
AR_Lower Siang,12,550,288
AR_Lower Siang,13,1033,361
AR_Lower Siang,14,2711,438
AR_Lower Siang,15,1882,18
AR_Lower Siang,16,5832,1189
AR_Lower Siang,17,3505,2273
AR_Lower Subansiri,1,0,0
AR_Lower Subansiri,2,0,0
AR_Lower Subansiri,3,0,0
AR_Lower Subansiri,4,0,0
AR_Lower Subansiri,5,0,0
AR_Lower Subansiri,6,0,0
AR_Lower Subansiri,7,0,0
AR_Lower Subansiri,8,0,0
AR_Lower Subansiri,9,0,0
AR_Lower Subansiri,10,0,0
AR_Lower Subansiri,11,0,0
AR_Lower Subansiri,12,1151,616
AR_Lower Subansiri,13,3553,853
AR_Lower Subansiri,14,2947,2505
AR_Lower Subansiri,15,5136,12
AR_Lower Subansiri,16,8186,1297
AR_Lower Subansiri,17,3285,2789
AR_Namsai,1,0,0
AR_Namsai,2,0,0
AR_Namsai,3,0,0
AR_Namsai,4,0,0
AR_Namsai,5,0,0
AR_Namsai,6,0,0
AR_Namsai,7,0,0
AR_Namsai,8,0,0
AR_Namsai,9,0,0
AR_Namsai,10,0,0
AR_Namsai,11,0,0
AR_Namsai,12,2253,849
AR_Namsai,13,3779,1201
AR_Namsai,14,7938,2457
AR_Namsai,15,7459,33
AR_Namsai,16,29601,2311
AR_Namsai,17,6074,5756
AR_Pakke Kessang,1,0,0
AR_Pakke Kessang,2,0,0
AR_Pakke Kessang,3,0,0
AR_Pakke Kessang,4,0,0
AR_Pakke Kessang,5,0,0
AR_Pakke Kessang,6,0,0
AR_Pakke Kessang,7,0,0
AR_Pakke Kessang,8,0,0
AR_Pakke Kessang,9,0,0
AR_Pakke Kessang,10,0,0
AR_Pakke Kessang,11,0,0
AR_Pakke Kessang,12,457,163
AR_Pakke Kessang,13,1089,363
AR_Pakke Kessang,14,1783,817
AR_Pakke Kessang,15,1086,50
AR_Pakke Kessang,16,1590,527
AR_Pakke Kessang,17,1415,1064
AR_Papum Pare,1,0,0
AR_Papum Pare,2,0,0
AR_Papum Pare,3,0,0
AR_Papum Pare,4,0,0
AR_Papum Pare,5,0,0
AR_Papum Pare,6,0,0
AR_Papum Pare,7,0,0
AR_Papum Pare,8,0,0
AR_Papum Pare,9,0,0
AR_Papum Pare,10,0,0
AR_Papum Pare,11,0,0
AR_Papum Pare,12,2808,538
AR_Papum Pare,13,3572,1625
AR_Papum Pare,14,4354,2342
AR_Papum Pare,15,6111,30
AR_Papum Pare,16,7611,1765
AR_Papum Pare,17,3339,3426
AR_Papum Pare,1,0,0
AR_Papum Pare,2,0,0
AR_Papum Pare,3,0,0
AR_Papum Pare,4,0,0
AR_Papum Pare,5,0,0
AR_Papum Pare,6,0,0
AR_Papum Pare,7,0,0
AR_Papum Pare,8,0,0
AR_Papum Pare,9,0,0
AR_Papum Pare,10,0,0
AR_Papum Pare,11,0,0
AR_Papum Pare,12,2808,538
AR_Papum Pare,13,3572,1625
AR_Papum Pare,14,4354,2342
AR_Papum Pare,15,6111,30
AR_Papum Pare,16,7611,1765
AR_Papum Pare,17,3339,3426
AR_Shi Yomi,1,0,0
AR_Shi Yomi,2,0,0
AR_Shi Yomi,3,0,0
AR_Shi Yomi,4,0,0
AR_Shi Yomi,5,0,0
AR_Shi Yomi,6,0,0
AR_Shi Yomi,7,0,0
AR_Shi Yomi,8,0,0
AR_Shi Yomi,9,0,0
AR_Shi Yomi,10,0,0
AR_Shi Yomi,11,0,0
AR_Shi Yomi,12,283,250
AR_Shi Yomi,13,1046,267
AR_Shi Yomi,14,736,909
AR_Shi Yomi,15,699,9
AR_Shi Yomi,16,2935,178
AR_Shi Yomi,17,795,685
AR_Siang,1,0,0
AR_Siang,2,0,0
AR_Siang,3,0,0
AR_Siang,4,0,0
AR_Siang,5,0,0
AR_Siang,6,0,0
AR_Siang,7,0,0
AR_Siang,8,0,0
AR_Siang,9,0,0
AR_Siang,10,0,0
AR_Siang,11,0,0
AR_Siang,12,383,192
AR_Siang,13,2614,245
AR_Siang,14,1413,1027
AR_Siang,15,1101,113
AR_Siang,16,6393,1535
AR_Siang,17,1710,1161
AR_Tawang,1,0,0
AR_Tawang,2,0,0
AR_Tawang,3,0,0
AR_Tawang,4,0,0
AR_Tawang,5,0,0
AR_Tawang,6,0,0
AR_Tawang,7,0,0
AR_Tawang,8,0,0
AR_Tawang,9,0,0
AR_Tawang,10,0,0
AR_Tawang,11,0,0
AR_Tawang,12,2239,831
AR_Tawang,13,3418,1206
AR_Tawang,14,3209,2195
AR_Tawang,15,6017,31
AR_Tawang,16,9483,1910
AR_Tawang,17,2518,2993
AR_Tirap,1,0,0
AR_Tirap,2,0,0
AR_Tirap,3,0,0
AR_Tirap,4,0,0
AR_Tirap,5,0,0
AR_Tirap,6,0,0
AR_Tirap,7,0,0
AR_Tirap,8,0,0
AR_Tirap,9,0,0
AR_Tirap,10,0,0
AR_Tirap,11,0,0
AR_Tirap,12,1783,531
AR_Tirap,13,1255,1133
AR_Tirap,14,1993,872
AR_Tirap,15,5539,68
AR_Tirap,16,14592,852
AR_Tirap,17,3219,2177
AR_Upper Dibang Valley,1,0,0
AR_Upper Dibang Valley,2,0,0
AR_Upper Dibang Valley,3,0,0
AR_Upper Dibang Valley,4,0,0
AR_Upper Dibang Valley,5,0,0
AR_Upper Dibang Valley,6,0,0
AR_Upper Dibang Valley,7,0,0
AR_Upper Dibang Valley,8,0,0
AR_Upper Dibang Valley,9,0,0
AR_Upper Dibang Valley,10,0,0
AR_Upper Dibang Valley,11,0,0
AR_Upper Dibang Valley,12,567,162
AR_Upper Dibang Valley,13,565,338
AR_Upper Dibang Valley,14,321,376
AR_Upper Dibang Valley,15,425,11
AR_Upper Dibang Valley,16,1440,138
AR_Upper Dibang Valley,17,439,209
AR_Upper Siang,1,0,0
AR_Upper Siang,2,0,0
AR_Upper Siang,3,0,0
AR_Upper Siang,4,0,0
AR_Upper Siang,5,0,0
AR_Upper Siang,6,0,0
AR_Upper Siang,7,0,0
AR_Upper Siang,8,0,0
AR_Upper Siang,9,0,0
AR_Upper Siang,10,0,0
AR_Upper Siang,11,0,0
AR_Upper Siang,12,452,381
AR_Upper Siang,13,3282,417
AR_Upper Siang,14,2735,1772
AR_Upper Siang,15,2591,13
AR_Upper Siang,16,5359,1642
AR_Upper Siang,17,2527,2039
AR_Upper Subansiri,1,0,0
AR_Upper Subansiri,2,0,0
AR_Upper Subansiri,3,0,0
AR_Upper Subansiri,4,0,0
AR_Upper Subansiri,5,0,0
AR_Upper Subansiri,6,0,0
AR_Upper Subansiri,7,0,0
AR_Upper Subansiri,8,0,0
AR_Upper Subansiri,9,0,0
AR_Upper Subansiri,10,0,0
AR_Upper Subansiri,11,0,0
AR_Upper Subansiri,12,528,142
AR_Upper Subansiri,13,2797,524
AR_Upper Subansiri,14,5068,2408
AR_Upper Subansiri,15,5495,58
AR_Upper Subansiri,16,4112,867
AR_Upper Subansiri,17,4859,3268
AR_West Kameng,1,0,0
AR_West Kameng,2,0,0
AR_West Kameng,3,0,0
AR_West Kameng,4,0,0
AR_West Kameng,5,0,0
AR_West Kameng,6,0,0
AR_West Kameng,7,0,0
AR_West Kameng,8,0,0
AR_West Kameng,9,0,0
AR_West Kameng,10,0,0
AR_West Kameng,11,0,0
AR_West Kameng,12,5326,896
AR_West Kameng,13,5885,2718
AR_West Kameng,14,3988,3065
AR_West Kameng,15,7384,96
AR_West Kameng,16,18694,3312
AR_West Kameng,17,7923,3596
AR_West Siang,1,0,0
AR_West Siang,2,0,0
AR_West Siang,3,0,0
AR_West Siang,4,0,0
AR_West Siang,5,0,0
AR_West Siang,6,0,0
AR_West Siang,7,0,0
AR_West Siang,8,0,0
AR_West Siang,9,0,0
AR_West Siang,10,0,0
AR_West Siang,11,0,0
AR_West Siang,12,1940,906
AR_West Siang,13,5242,1081
AR_West Siang,14,4122,2047
AR_West Siang,15,4031,53
AR_West Siang,16,13484,4493
AR_West Siang,17,2822,3664
AS_Baksa,1,0,0
AS_Baksa,2,0,0
AS_Baksa,3,0,0
AS_Baksa,4,0,0
AS_Baksa,5,0,0
AS_Baksa,6,0,0
AS_Baksa,7,0,0
AS_Baksa,8,0,0
AS_Baksa,9,0,0
AS_Baksa,10,0,0
AS_Baksa,11,0,0
AS_Baksa,12,5065,1168
AS_Baksa,13,20242,3711
AS_Baksa,14,24531,7461
AS_Baksa,15,18654,3208
AS_Baksa,16,59427,10532
AS_Baksa,17,133849,17190
AS_Barpeta,1,0,0
AS_Barpeta,2,0,0
AS_Barpeta,3,0,0
AS_Barpeta,4,0,0
AS_Barpeta,5,0,0
AS_Barpeta,6,0,0
AS_Barpeta,7,0,0
AS_Barpeta,8,0,0
AS_Barpeta,9,0,0
AS_Barpeta,10,0,0
AS_Barpeta,11,0,0
AS_Barpeta,12,12960,2826
AS_Barpeta,13,52237,8271
AS_Barpeta,14,64987,24102
AS_Barpeta,15,34653,52068
AS_Barpeta,16,121436,31527
AS_Barpeta,17,213243,14433
AS_Biswanath,1,0,0
AS_Biswanath,2,0,0
AS_Biswanath,3,0,0
AS_Biswanath,4,0,0
AS_Biswanath,5,0,0
AS_Biswanath,6,0,0
AS_Biswanath,7,0,0
AS_Biswanath,8,0,0
AS_Biswanath,9,0,0
AS_Biswanath,10,0,0
AS_Biswanath,11,0,0
AS_Biswanath,12,6717,1497
AS_Biswanath,13,12954,3240
AS_Biswanath,14,32193,10012
AS_Biswanath,15,30129,3770
AS_Biswanath,16,105762,8003
AS_Biswanath,17,152323,24374
AS_Bongaigaon,1,0,0
AS_Bongaigaon,2,0,0
AS_Bongaigaon,3,0,0
AS_Bongaigaon,4,0,0
AS_Bongaigaon,5,0,0
AS_Bongaigaon,6,0,0
AS_Bongaigaon,7,0,0
AS_Bongaigaon,8,0,0
AS_Bongaigaon,9,0,0
AS_Bongaigaon,10,0,0
AS_Bongaigaon,11,0,0
AS_Bongaigaon,12,13763,1696
AS_Bongaigaon,13,19856,6707
AS_Bongaigaon,14,26960,13969
AS_Bongaigaon,15,25624,2579
AS_Bongaigaon,16,70023,10036
AS_Bongaigaon,17,111083,22024
AS_Cachar,1,0,0
AS_Cachar,2,0,0
AS_Cachar,3,0,0
AS_Cachar,4,0,0
AS_Cachar,5,0,0
AS_Cachar,6,0,0
AS_Cachar,7,0,0
AS_Cachar,8,0,0
AS_Cachar,9,0,0
AS_Cachar,10,0,0
AS_Cachar,11,0,0
AS_Cachar,12,15923,4219
AS_Cachar,13,27260,10052
AS_Cachar,14,53224,15976
AS_Cachar,15,104990,8274
AS_Cachar,16,162287,22172
AS_Cachar,17,118241,40340
AS_Charaideo,1,0,0
AS_Charaideo,2,0,0
AS_Charaideo,3,0,0
AS_Charaideo,4,0,0
AS_Charaideo,5,0,0
AS_Charaideo,6,0,0
AS_Charaideo,7,0,0
AS_Charaideo,8,0,0
AS_Charaideo,9,0,0
AS_Charaideo,10,0,0
AS_Charaideo,11,0,0
AS_Charaideo,12,2722,1184
AS_Charaideo,13,12101,2098
AS_Charaideo,14,18754,5883
AS_Charaideo,15,17944,1038
AS_Charaideo,16,43420,7369
AS_Charaideo,17,103490,14056
AS_Chirang,1,0,0
AS_Chirang,2,0,0
AS_Chirang,3,0,0
AS_Chirang,4,0,0
AS_Chirang,5,0,0
AS_Chirang,6,0,0
AS_Chirang,7,0,0
AS_Chirang,8,0,0
AS_Chirang,9,0,0
AS_Chirang,10,0,0
AS_Chirang,11,0,0
AS_Chirang,12,7628,1149
AS_Chirang,13,5694,4766
AS_Chirang,14,18072,5804
AS_Chirang,15,14117,3055
AS_Chirang,16,42897,5816
AS_Chirang,17,61711,12137
AS_Darrang,1,0,0
AS_Darrang,2,0,0
AS_Darrang,3,0,0
AS_Darrang,4,0,0
AS_Darrang,5,0,0
AS_Darrang,6,0,0
AS_Darrang,7,0,0
AS_Darrang,8,0,0
AS_Darrang,9,0,0
AS_Darrang,10,0,0
AS_Darrang,11,0,0
AS_Darrang,12,14264,2181
AS_Darrang,13,16783,5867
AS_Darrang,14,35100,13178
AS_Darrang,15,32781,3382
AS_Darrang,16,72128,8797
AS_Darrang,17,106474,24007
AS_Dhemaji,1,0,0
AS_Dhemaji,2,0,0
AS_Dhemaji,3,0,0
AS_Dhemaji,4,0,0
AS_Dhemaji,5,0,0
AS_Dhemaji,6,0,0
AS_Dhemaji,7,0,0
AS_Dhemaji,8,0,0
AS_Dhemaji,9,0,0
AS_Dhemaji,10,0,0
AS_Dhemaji,11,0,0
AS_Dhemaji,12,7228,1747
AS_Dhemaji,13,21783,3812
AS_Dhemaji,14,33670,11748
AS_Dhemaji,15,26258,4025
AS_Dhemaji,16,89418,7434
AS_Dhemaji,17,97774,27627
AS_Dhubri,1,0,0
AS_Dhubri,2,0,0
AS_Dhubri,3,0,0
AS_Dhubri,4,0,0
AS_Dhubri,5,0,0
AS_Dhubri,6,0,0
AS_Dhubri,7,0,0
AS_Dhubri,8,0,0
AS_Dhubri,9,0,0
AS_Dhubri,10,0,0
AS_Dhubri,11,0,0
AS_Dhubri,12,16506,2669
AS_Dhubri,13,33864,7166
AS_Dhubri,14,29995,18516
AS_Dhubri,15,21362,2160
AS_Dhubri,16,100033,15477
AS_Dhubri,17,123710,27685
AS_Dibrugarh,1,0,0
AS_Dibrugarh,2,0,0
AS_Dibrugarh,3,0,0
AS_Dibrugarh,4,0,0
AS_Dibrugarh,5,0,0
AS_Dibrugarh,6,0,0
AS_Dibrugarh,7,0,0
AS_Dibrugarh,8,0,0
AS_Dibrugarh,9,0,0
AS_Dibrugarh,10,0,0
AS_Dibrugarh,11,0,0
AS_Dibrugarh,12,16083,6741
AS_Dibrugarh,13,43312,11433
AS_Dibrugarh,14,72686,17110
AS_Dibrugarh,15,90161,6247
AS_Dibrugarh,16,145220,37228
AS_Dibrugarh,17,180674,59666
AS_Dima Hasao,1,0,0
AS_Dima Hasao,2,0,0
AS_Dima Hasao,3,0,0
AS_Dima Hasao,4,0,0
AS_Dima Hasao,5,0,0
AS_Dima Hasao,6,0,0
AS_Dima Hasao,7,0,0
